long,lat,disturb,rainann,soildepth,soilfert,tempann,topo,easting,northing,plot,Species,pres.abs,id
151.9196,-32.5867,2,1112,1110,2,173,0,-165202.381602529,6372324.61174161,635,Coeranoscincus reticulatus,0,5075
152.1644,-29.2411,3,1224,1070,2,137,6,-165065.597196224,6745863.85427266,279,Ophioscincus truncatus,0,2230
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Saltuarius swaini,0,224
151.4815,-32.1528,3,1460,1120,3,162,19,-209869.653554488,6417753.10858555,627,Eulamprus murrayi,0,5013
151.3917,-31.9551,1,1738,1149,5,93,3,-219929.371569564,6439150.92524844,604,Calyptotis scutirostrum,0,4826
153.0291,-30.0903,3,1614,1009,2,173,17,-75878.8843651417,6656129.86091213,444,Eulamprus murrayi,0,3549
153.0633,-28.3736,3,1816,1149,4,148,7,-82260.6312826395,6847042.58183356,28,Ophioscincus truncatus,1,222
152.7123,-31.2161,3,1396,1059,2,178,-7,-99464.1219877084,6529358.33838068,543,Calyptotis scutirostrum,0,4338
151.7219,-32.0978,3,1456,1100,2,143,23,-187533.52509139,6425443.3119003,614,Ophioscincus truncatus,0,4910
152.4103,-31.1664,1,2318,1190,2,123,4,-128644.80040642,6533196.04348179,533,Ophioscincus truncatus,0,4262
152.3247,-28.9568,3,1466,1090,2,140,2,-151231.119203658,6778380.41797512,233,Calyptotis scutirostrum,0,1858
151.922,-29.9794,1,954,1080,1,122,5,-183672.979473333,6662328.07603448,414,Ophioscincus truncatus,0,3310
152.3535,-30.5579,1,1714,1070,2,120,4,-138118.776842958,6600521.85371281,483,Calyptotis scutirostrum,0,3858
153.1079,-30.0704,3,1468,1149,2,186,-5,-68379.6966840593,6658737.41209676,436,Saltuarius swaini,0,3488
153.2944,-28.5448,1,2688,1139,4,159,-9,-58647.1030221649,6829125.12230747,147,Eulamprus murrayi,0,1173
152.5894,-30.5047,3,2022,1129,2,160,32,-115761.259376518,6607755.8119681,466,Ophioscincus truncatus,1,3726
152.6485,-28.4977,3,1330,1100,2,164,4,-122301.197680874,6831162.17696098,126,Saltuarius swaini,0,1008
152.8765,-30.9078,2,1310,1129,2,183,1,-85677.8458892315,6564501.66263539,515,Calyptotis scutirostrum,0,4114
151.1676,-31.6237,1,1296,1070,4,106,-12,-243865.165245294,6474510.61629363,581,Calyptotis scutirostrum,0,4642
152.1595,-29.3386,1,1440,1090,2,129,1,-164907.141677267,6734992.82147675,308,Eulamprus murrayi,0,2461
153.0721,-29.343,3,1328,1029,2,180,3,-75997.9854765401,6739377.17028246,309,Pseudechis porphyricaus,0,2471
152.3891,-28.4769,3,1066,1009,4,154,32,-147904.876660409,6832093.94660471,103,Ophioscincus truncatus,0,822
152.4243,-31.964,3,1116,1059,2,170,-9,-121955.930271603,6444609.45767719,607,Coeranoscincus reticulatus,0,4851
152.5595,-29.7213,2,1096,1039,2,181,2,-123571.228429978,6694673.93369733,371,Cacophis kreftii,0,2961
152.4014,-28.477,1,1110,1090,4,155,1,-146695.869278145,6832149.54484808,104,Saltuarius swaini,0,832
153.2535,-28.5286,3,2696,1039,4,144,47,-62745.5415882464,6830732.52392328,136,Pseudechis porphyricaus,0,1087
152.4365,-29.1559,1,1514,1000,2,147,25,-139061.37986565,6756858.95868085,263,Cacophis kreftii,0,2097
152.3993,-28.4824,1,1102,1049,4,156,17,-146869.047423431,6831537.755626,111,Calyptotis scutirostrum,1,882
152.9506,-29.334,3,1242,1100,2,187,4,-87878.4440584808,6739769.15961877,305,Eulamprus murrayi,0,2437
152.067,-30.8576,3,692,939,2,179,-25,-163619.214822719,6565523.0795131,504,Coeranoscincus reticulatus,0,4027
151.922,-29.9794,1,954,1080,1,122,5,-183672.979473333,6662328.07603448,414,Calyptotis scutirostrum,0,3306
152.3535,-30.5579,1,1714,1070,2,120,4,-138118.776842958,6600521.85371281,483,Coeranoscincus reticulatus,0,3859
152.6812,-28.496,3,1382,1070,2,167,-2,-119100.196556909,6831521.23488212,125,Calyptotis scutirostrum,1,994
152.1177,-30.8092,1,774,939,2,177,-40,-159088.103979518,6571207.61064932,496,Saltuarius swaini,0,3968
152.965,-29.3286,3,1212,1120,2,189,-6,-86507.4244525261,6740441.91030228,301,Eulamprus murrayi,0,2405
153.2862,-28.5394,3,2324,1059,2,163,8,-59480.1149542754,6829686.55327432,140,Calyptotis scutirostrum,0,1114
153.2128,-29.6389,3,1474,1139,2,188,0,-60661.7678692217,6707193.38210346,343,Coeranoscincus reticulatus,0,2739
153.1286,-28.4078,1,2516,959,4,138,142,-75657.8907508829,6843558.24169014,69,Calyptotis scutirostrum,1,546
152.4662,-30.1542,1,1274,1059,2,126,22,-129873.482679348,6646037.61836241,462,Calyptotis scutirostrum,0,3690
153.5549,-28.3111,3,1736,1360,1,200,0,-34275.8254670192,6856271.07240226,14,Cacophis kreftii,0,105
152.7752,-28.5106,3,1712,1100,5,156,-8,-109785.840498241,6830382.55130941,134,Eulamprus murrayi,0,1069
153.0592,-28.3916,2,1968,1139,4,146,24,-82564.6121102187,6845022.68267258,48,Pseudechis porphyricaus,0,383
152.4291,-30.1125,3,1108,1049,2,137,-20,-133725.887870527,6650466.75851713,451,Eulamprus murrayi,0,3605
152.194,-29.9254,1,1042,1049,2,134,-3,-157694.599141127,6669935.38089694,394,Pseudechis porphyricaus,0,3151
152.3643,-29.1935,3,1110,1039,2,171,-13,-145870.613696288,6752281.13760517,273,Ophioscincus truncatus,0,2182
153.1246,-28.4078,1,2584,899,4,137,20,-76050.8251152269,6843539.01060561,68,Egernia mcpheei,0,540
152.9694,-28.3393,1,1248,959,2,171,-11,-91680.038889184,6850394.32216912,18,Pseudechis porphyricaus,0,143
153.1164,-28.406,3,2462,1090,4,139,3,-76866.1500250837,6843699.53208982,63,Coeranoscincus reticulatus,0,499
151.5113,-32.1442,2,1656,1080,3,156,17,-207115.997600761,6418907.64925328,623,Egernia mcpheei,0,4980
153.0653,-28.3772,1,1850,1139,4,151,19,-82044.3261710476,6846652.29942355,35,Cacophis kreftii,0,273
152.4207,-30.1377,3,1308,1090,2,112,20,-134375.611414242,6647618.19446976,460,Egernia mcpheei,0,3676
152.5295,-29.9468,1,1042,980,2,170,50,-125067.694169073,6669443.0445974,400,Egernia mcpheei,0,3196
153.5777,-28.7587,2,1708,1350,1,197,-1,-29780.9705356891,6806663.75964171,180,Calyptotis scutirostrum,0,1434
153.3479,-29.2595,1,1576,1340,1,191,-1,-49601.9573334317,6749986.27727758,291,Eulamprus murrayi,0,2325
152.9143,-28.379,1,1468,980,2,171,-4,-96873.8172938199,6845709.6799799,39,Pseudechis porphyricaus,0,311
152.1717,-28.8422,3,1142,1019,1,140,4,-166932.442763671,6790267.55776097,207,Cacophis kreftii,0,1649
153.0286,-28.4151,1,1716,1110,4,166,36,-85441.3456632874,6842262.35620362,79,Coeranoscincus reticulatus,0,627
153.0735,-28.3736,3,1978,1159,4,144,-6,-81258.2639630969,6847092.07487722,29,Saltuarius swaini,0,232
151.4426,-31.9485,1,1902,1169,5,89,2,-215152.205248666,6440225.52815878,603,Calyptotis scutirostrum,0,4818
152.2435,-31.5607,2,1232,1100,2,144,-11,-141887.769204747,6488389.62644232,573,Pseudechis porphyricaus,0,4583
152.0905,-29.9066,2,982,1039,2,131,-4,-167846.930335953,6671424.64690981,391,Ophioscincus truncatus,0,3126
152.2466,-30.902,3,1480,1090,2,124,7,-146089.648133388,6561646.84538545,514,Saltuarius swaini,0,4112
153.0265,-28.4097,2,1660,939,2,169,-8,-85677.5166531029,6842852.09919301,71,Saltuarius swaini,0,568
153.0701,-29.352,3,1340,1090,2,179,13,-76141.7762099772,6738367.29305332,312,Ophioscincus truncatus,0,2494
152.2478,-31.5499,2,1224,1059,2,147,18,-141552.802002051,6489615.79921383,570,Coeranoscincus reticulatus,0,4555
151.1696,-31.6292,1,1288,1100,4,104,-1,-243630.536429211,6473912.18250065,583,Egernia mcpheei,0,4660
152.8765,-30.9078,2,1310,1129,2,183,1,-85677.8458892315,6564501.66263539,515,Ophioscincus truncatus,0,4118
151.7219,-32.0978,3,1456,1100,2,143,23,-187533.52509139,6425443.3119003,614,Saltuarius swaini,0,4912
152.3846,-29.2351,1,1420,1029,2,152,-12,-143628.296458133,6747768.08614773,277,Saltuarius swaini,0,2216
152.2911,-28.7653,2,1242,1009,2,155,-1,-155726.191227112,6799488.07056547,182,Ophioscincus truncatus,0,1454
151.7683,-32.1145,1,1648,1000,2,122,21,-183014.821873435,6423882.9738748,617,Coeranoscincus reticulatus,0,4931
152.1343,-30.8201,1,716,930,2,181,1,-157419.990954389,6570093.89259877,502,Saltuarius swaini,0,4016
152.6164,-30.5247,3,2366,1039,2,154,48,-113036.28359126,6605680.67290244,473,Ophioscincus truncatus,0,3782
151.3516,-31.9456,1,1388,990,5,110,27,-223808.84244951,6439938.38190837,602,Pseudechis porphyricaus,0,4815
152.4491,-29.1126,2,1380,1080,2,156,-22,-138100.898801384,6761741.79176562,250,Eulamprus murrayi,0,1997
153.2883,-28.5683,3,2002,1159,4,178,-20,-59120.6295586857,6826486.03756181,155,Egernia mcpheei,0,1236
153.4275,-29.0914,1,1490,1330,1,193,3,-42736.9260770733,6769029.74166907,245,Egernia mcpheei,0,1956
151.8022,-32.6019,3,1096,1009,2,172,-4,-176141.304833996,6369888.3445421,638,Saltuarius swaini,0,5104
152.9466,-29.0524,3,988,1059,2,190,6,-89886.5465170286,6771040.60297007,241,Eulamprus murrayi,0,1925
152.27,-30.8462,3,1528,1129,2,127,-2,-144221.814463408,6567987.29067402,503,Eulamprus murrayi,0,4021
152.3261,-29.6915,2,1536,939,2,149,14,-146412.549379286,6696696.52738983,357,Eulamprus murrayi,0,2853
153.1329,-30.1137,3,1604,1139,2,184,20,-65715.9824501461,6654051.42508003,453,Pseudechis porphyricaus,0,3623
152.1021,-29.3057,2,1332,1070,2,126,-5,-170717.328344627,6738321.69977104,296,Coeranoscincus reticulatus,0,2363
151.4622,-32.1634,3,1564,1090,3,145,1,-211613.384340048,6416445.23828686,630,Ophioscincus truncatus,0,5038
153.3581,-29.2487,1,1592,1350,1,192,0,-48666.355678597,6751233.93894705,285,Saltuarius swaini,0,2280
153.4275,-29.0914,1,1490,1330,1,193,3,-42736.9260770733,6769029.74166907,245,Saltuarius swaini,0,1960
152.6873,-28.4924,2,1384,1070,2,169,-26,-118522.327217808,6831953.01334772,123,Egernia mcpheei,0,980
153.3129,-28.5664,2,2138,1149,5,181,21,-56718.2495163478,6826812.23539331,154,Pseudechis porphyricaus,0,1231
152.2544,-29.0359,3,1214,1070,1,141,-15,-157601.945479142,6769192.74860327,237,Cacophis kreftii,0,1889
152.3472,-30.5651,1,1590,1120,2,126,45,-138677.470453321,6599685.42307781,487,Calyptotis scutirostrum,0,3890
152.4208,-31.161,2,2348,1129,2,121,23,-127676.896752152,6533856.32085868,532,Ophioscincus truncatus,0,4254
153.3047,-28.5827,3,1972,1220,5,185,-11,-57436.0274871426,6824963.25226147,162,Coeranoscincus reticulatus,0,1291
152.7316,-28.7777,2,1480,1090,5,164,17,-112502.967446529,6800471.69931174,189,Coeranoscincus reticulatus,0,1507
153.5777,-28.7587,2,1708,1350,1,197,-1,-29780.9705356891,6806663.75964171,180,Cacophis kreftii,0,1433
152.3618,-31.1932,1,1902,1039,2,142,-6,-133101.696097477,6529938.31197594,537,Calyptotis scutirostrum,0,4290
152.5527,-31.2301,3,1446,1009,2,178,20,-114618.583125146,6526920.3857884,548,Calyptotis scutirostrum,0,4378
151.5624,-31.8597,3,1308,1070,2,113,27,-204468.933465913,6450896.48327675,592,Saltuarius swaini,0,4736
152.1295,-32.4765,3,1480,1049,2,168,18,-146235.887072786,6385879.863846,631,Coeranoscincus reticulatus,0,5043
153.3784,-29.1529,2,1622,1120,2,192,-15,-47199.9003217968,6761970.31217762,262,Egernia mcpheei,0,2092
152.1267,-32.5378,3,1412,1120,2,168,8,-146058.238141976,6379046.84371613,633,Cacophis kreftii,0,5057
152.3116,-28.7762,2,1146,1029,2,163,13,-153649.192596345,6798389.56853004,187,Coeranoscincus reticulatus,1,1491
153.0204,-28.4115,2,1474,1129,5,175,-8,-86266.8240696947,6842622.24288955,73,Ophioscincus truncatus,0,582
151.8786,-31.4046,3,1204,1019,2,125,22,-177766.190067618,6503538.38847604,560,Cacophis kreftii,0,4473
151.4406,-31.9377,1,1814,1120,5,91,-5,-215426.327493241,6441413.89980731,601,Coeranoscincus reticulatus,0,4803
152.5231,-29.9956,1,1242,1000,2,151,-2,-125379.598774365,6663983.11844257,420,Saltuarius swaini,0,3360
153.5543,-28.1974,3,1666,1340,1,200,0,-34904.6711515897,6868895.62594752,6,Saltuarius swaini,0,48
152.9224,-28.3772,1,1570,1120,5,164,21,-96087.8633403362,6845950.02171089,33,Ophioscincus truncatus,0,262
153.1662,-30.1949,1,1558,1320,1,187,0,-62036.5636510338,6645195.69882671,464,Ophioscincus truncatus,0,3710
153.2218,-29.9836,2,1378,1309,1,188,1,-57861.8363059893,6668943.78594887,416,Egernia mcpheei,0,3324
152.1864,-29.5752,3,1336,990,1,134,6,-160739.870794024,6708835.20349372,327,Coeranoscincus reticulatus,0,2611
152.5212,-29.954,1,1150,980,2,161,-14,-125825.838070042,6668597.13397598,406,Coeranoscincus reticulatus,0,3243
153.0204,-28.4115,2,1474,1129,5,175,-8,-86266.8240696947,6842622.24288955,73,Egernia mcpheei,0,580
153.5707,-28.6071,2,1816,1370,1,198,0,-31234.0531967666,6823468.59821031,164,Calyptotis scutirostrum,0,1306
152.7648,-31.2469,3,1348,1059,2,179,8,-94255.6742638169,6526220.56123026,551,Saltuarius swaini,0,4408
152.0837,-29.7496,3,1170,1029,2,123,2,-169559.374545082,6688845.67261365,376,Egernia mcpheei,0,3004
153.3966,-29.0662,1,1446,1320,1,194,0,-45884.998116622,6771685.40364584,242,Calyptotis scutirostrum,0,1930
152.7619,-28.9384,3,1184,1009,2,178,10,-108593.63854256,6782767.65906175,228,Calyptotis scutirostrum,0,1818
152.2467,-30.884,3,1478,1049,2,126,-1,-146201.750488105,6563648.83716664,510,Cacophis kreftii,0,4073
152.7377,-28.785,2,1496,1039,5,165,11,-111862.768502251,6799691.91157671,192,Cacophis kreftii,0,1529
151.1783,-31.6149,1,1356,1080,4,99,8,-242916.649698275,6475563.53924511,579,Ophioscincus truncatus,0,4630
153.2192,-29.7129,2,1390,1120,2,186,4,-59628.5956885422,6699003.68133743,366,Pseudechis porphyricaus,0,2927
151.4843,-31.5972,2,962,939,2,118,24,-213911.671354104,6479590.01306014,578,Calyptotis scutirostrum,0,4618
152.6812,-28.496,3,1382,1070,2,167,-2,-119100.196556909,6831521.23488212,125,Eulamprus murrayi,0,997
151.4815,-32.1528,3,1460,1120,3,162,19,-209869.653554488,6417753.10858555,627,Egernia mcpheei,0,5012
153.0332,-30.0903,3,1630,1100,2,172,-4,-75482.7342681714,6656150.62793258,445,Egernia mcpheei,0,3556
153.3805,-29.1836,1,1654,1330,1,191,2,-46831.6077913407,6758570.09901609,270,Egernia mcpheei,0,2156
153.2944,-29.2542,1,1422,1320,1,192,0,-54841.9600197467,6750321.73267861,290,Coeranoscincus reticulatus,0,2315
152.7564,-31.2324,3,1332,1110,2,180,-5,-95149.1562671253,6527786.53251694,549,Egernia mcpheei,0,4388
152.4898,-30.0261,1,1282,1029,2,137,1,-128408.296244871,6660409.13008774,427,Pseudechis porphyricaus,0,3415
152.5357,-29.9649,2,1024,949,2,178,-21,-124353.634791284,6667464.95763345,411,Cacophis kreftii,0,3281
152.3405,-29.6933,1,1438,1129,2,156,12,-145003.017464685,6696577.33193291,358,Saltuarius swaini,0,2864
152.9691,-29.1751,2,1012,1090,2,192,0,-86988.7979834919,6757519.26187757,267,Egernia mcpheei,0,2132
152.1843,-28.808,2,1170,930,1,143,23,-165917.840413128,6794142.17633504,200,Pseudechis porphyricaus,0,1599
153.3438,-29.2686,1,1570,1330,1,191,3,-49952.3746787435,6748956.126965,292,Saltuarius swaini,0,2336
152.27,-30.8462,3,1528,1129,2,127,-2,-144221.814463408,6567987.29067402,503,Ophioscincus truncatus,0,4022
153.0612,-28.3916,3,1986,1120,4,147,29,-82368.1016408538,6845032.40476608,49,Calyptotis scutirostrum,0,386
152.3871,-30.5238,1,2020,1169,4,107,13,-135109.280717108,6604504.0129809,472,Saltuarius swaini,0,3776
153.1777,-28.4583,3,1578,1129,2,185,-5,-70562.3455337335,6838182.8228656,88,Coeranoscincus reticulatus,0,699
152.8765,-30.9078,2,1310,1129,2,183,1,-85677.8458892315,6564501.66263539,515,Pseudechis porphyricaus,0,4119
153.0208,-30.0903,3,1458,1029,2,185,-15,-76680.8512675032,6656087.77613143,443,Ophioscincus truncatus,0,3542
152.1267,-32.5378,3,1412,1120,2,168,8,-146058.238141976,6379046.84371613,633,Egernia mcpheei,0,5060
153.3602,-29.2487,1,1592,1350,1,192,0,-48461.7870327051,6751243.81170851,286,Egernia mcpheei,0,2284
152.057,-30.8178,3,954,910,2,132,23,-164854.941425899,6569889.37890586,501,Calyptotis scutirostrum,0,4002
152.1961,-28.8659,3,1208,1080,1,142,-5,-164391.455012656,6787769.669967,213,Eulamprus murrayi,0,1701
153.1286,-28.4078,1,2516,959,4,138,142,-75657.8907508829,6843558.24169014,69,Egernia mcpheei,0,548
152.5894,-30.5047,3,2022,1129,2,160,32,-115761.259376518,6607755.8119681,466,Coeranoscincus reticulatus,0,3723
152.5244,-31.008,2,1296,970,2,176,-14,-118770.04691586,6551450.02671343,525,Pseudechis porphyricaus,0,4199
152.1062,-29.3111,2,1266,1110,2,132,-8,-170282.111373811,6737744.78861984,298,Coeranoscincus reticulatus,0,2379
152.1843,-28.808,2,1170,930,1,143,23,-165917.840413128,6794142.17633504,200,Coeranoscincus reticulatus,1,1595
152.2924,-30.9294,2,1604,1120,2,126,1,-141514.39723449,6558866.54859001,522,Calyptotis scutirostrum,0,4170
153.0701,-29.352,3,1340,1090,2,179,13,-76141.7762099772,6738367.29305332,312,Eulamprus murrayi,0,2493
153.0225,-28.4169,3,1604,1080,5,169,20,-86030.6227190422,6842032.50730469,80,Saltuarius swaini,0,640
151.454,-32.1471,2,1764,990,2,129,25,-212517.326831474,6418204.13745066,624,Eulamprus murrayi,0,4989
152.5524,-29.9379,3,1256,1039,2,155,13,-122906.583332893,6670557.67612587,396,Ophioscincus truncatus,0,3166
153.2964,-28.5412,1,2740,1110,4,156,51,-58470.0105331185,6829534.39062915,142,Saltuarius swaini,0,1136
153.5377,-28.5549,3,1806,1179,2,198,-5,-34733.497415081,6829118.26913623,152,Eulamprus murrayi,0,1213
152.7316,-28.7777,2,1480,1090,5,164,17,-112502.967446529,6800471.69931174,189,Calyptotis scutirostrum,0,1506
152.7749,-28.646,3,1198,1090,2,182,16,-109030.042605492,6815332.43919622,170,Cacophis kreftii,0,1353
152.0381,-29.7565,1,788,939,1,151,-6,-173938.397439711,6687810.96261528,377,Saltuarius swaini,0,3016
151.9196,-32.5867,2,1112,1110,2,173,0,-165202.381602529,6372324.61174161,635,Calyptotis scutirostrum,0,5074
152.0689,-30.8846,3,868,910,2,137,24,-163249.624984147,6562531.80348264,509,Cacophis kreftii,0,4065
151.6036,-31.3712,3,1232,1090,4,103,19,-204255.497050102,6505512.7825163,559,Cacophis kreftii,0,4465
153.1798,-28.4782,3,1598,1149,2,183,8,-70248.7401659145,6835982.01404235,107,Saltuarius swaini,0,856
152.098,-29.2984,2,1318,1110,2,126,-22,-171165.102699192,6739109.9164755,294,Cacophis kreftii,0,2345
153.3966,-29.0735,1,1454,1320,1,194,1,-45846.3441318398,6770874.56187869,243,Ophioscincus truncatus,0,1942
152.1953,-31.5261,2,1206,1049,2,144,-17,-146716.822931648,6491951.21913417,567,Egernia mcpheei,0,4532
152.1924,-29.6023,3,1324,1000,1,138,20,-159978.967742736,6705855.943011,335,Ophioscincus truncatus,0,2678
152.3218,-30.6155,3,1718,1019,2,127,-4,-140787.33934264,6593936.55780868,489,Coeranoscincus reticulatus,0,3907
152.7397,-28.8066,2,1436,1100,5,166,-16,-111540.073845013,6797301.52655841,199,Egernia mcpheei,1,1588
153.1679,-29.9458,4,1346,1120,2,187,5,-63288.9187814718,6672878.38915163,399,Pseudechis porphyricaus,0,3191
152.1774,-29.6708,2,1516,959,2,123,24,-160986.00622049,6698152.27006786,351,Cacophis kreftii,0,2801
153.0551,-28.3989,2,1930,1110,4,153,15,-82927.2919463241,6844191.63557774,54,Pseudechis porphyricaus,0,431
152.9691,-29.1751,2,1012,1090,2,192,0,-86988.7979834919,6757519.26187757,267,Cacophis kreftii,0,2129
152.2925,-30.9149,2,1624,1129,2,125,16,-141602.248062495,6560479.29948879,517,Eulamprus murrayi,0,4133
152.6873,-28.4924,2,1384,1070,2,169,-26,-118522.327217808,6831953.01334772,123,Pseudechis porphyricaus,0,983
153.3888,-29.18,1,1648,1330,1,191,13,-46041.7303786136,6759008.75778434,269,Egernia mcpheei,0,2148
152.1803,-29.3116,1,1308,1049,2,139,-4,-163056.230378283,6738114.38521666,299,Cacophis kreftii,0,2385
152.5683,-30.095,3,1374,1039,2,143,3,-120382.384748804,6653181.25500076,446,Calyptotis scutirostrum,0,3562
152.9286,-28.3844,1,1650,1110,5,161,10,-95438.0612797497,6845180.74545382,46,Saltuarius swaini,0,368
153.3783,-29.1403,3,1566,1110,2,193,-3,-47276.750227819,6763369.40347618,255,Cacophis kreftii,0,2033
152.7186,-30.5285,3,1822,1000,2,168,40,-103178.812815837,6605812.65044331,475,Saltuarius swaini,0,3800
151.4769,-31.9165,1,1694,1100,4,95,1,-212146.883673553,6444013.91646962,599,Cacophis kreftii,0,4785
152.1295,-32.4765,3,1480,1049,2,168,18,-146235.887072786,6385879.863846,631,Egernia mcpheei,0,5044
152.3286,-30.5488,1,1462,1070,2,128,1,-140574.776964781,6601391.4036645,481,Pseudechis porphyricaus,0,3847
151.1696,-31.6292,1,1288,1100,4,104,-1,-243630.536429211,6473912.18250065,583,Ophioscincus truncatus,0,4662
151.3768,-31.9567,3,1486,1090,5,109,-19,-221330.324266829,6438872.84690911,605,Calyptotis scutirostrum,0,4834
152.1177,-30.8092,1,774,939,2,177,-40,-159088.103979518,6571207.61064932,496,Egernia mcpheei,0,3964
152.4691,-29.6127,3,1946,1149,2,136,0,-133027.176851789,6706252.79980693,340,Pseudechis porphyricaus,0,2719
153.6081,-28.7008,2,1816,1370,1,197,-2,-27097.7448967228,6813229.19629307,171,Saltuarius swaini,0,1368
153.3005,-28.5412,1,3150,1149,4,152,45,-58067.8332822076,6829553.57641624,143,Egernia mcpheei,0,1140
152.1114,-30.8091,1,756,959,2,176,-39,-159693.503055984,6571181.32853477,495,Ophioscincus truncatus,0,3958
153.047,-28.4025,1,1884,1100,4,152,18,-83703.2715072326,6843752.19220015,58,Cacophis kreftii,0,457
153.16,-30.2039,1,1560,1340,1,187,0,-62583.4630101623,6644165.05504434,465,Eulamprus murrayi,0,3717
152.0948,-29.8958,2,984,959,2,129,-1,-167502.808140695,6672650.9222577,390,Calyptotis scutirostrum,0,3114
152.3399,-29.4786,1,2196,1169,2,137,-17,-146437.58107452,6720445.8747217,316,Calyptotis scutirostrum,0,2522
151.454,-32.1471,2,1764,990,2,129,25,-212517.326831474,6418204.13745066,624,Cacophis kreftii,0,4985
152.7185,-30.5358,3,1730,1070,2,180,33,-103143.062343384,6605000.78050746,476,Coeranoscincus reticulatus,0,3803
152.5971,-31.1599,3,1544,1110,2,176,-8,-110831.288969744,6534970.81263455,530,Coeranoscincus reticulatus,0,4235
152.1961,-28.8659,3,1208,1080,1,142,-5,-164391.455012656,6787769.669967,213,Saltuarius swaini,0,1704
153.1389,-28.4818,2,2280,1029,4,150,19,-74244.0831558044,6835386.21017979,113,Cacophis kreftii,0,897
152.3472,-30.5651,1,1590,1120,2,126,45,-138677.470453321,6599685.42307781,487,Saltuarius swaini,0,3896
152.2646,-28.7561,2,1176,939,2,152,42,-158380.85988069,6800363.84186606,179,Ophioscincus truncatus,0,1430
153.6123,-28.7152,1,1778,1110,2,193,9,-26614.0603685924,6811648.67695057,175,Pseudechis porphyricaus,0,1399
153.1634,-28.4638,3,1638,1120,2,181,-12,-71936.5797575373,6837503.47253218,96,Cacophis kreftii,0,761
153.6123,-28.7152,1,1778,1110,2,193,9,-26614.0603685924,6811648.67695057,175,Cacophis kreftii,0,1393
153.2307,-28.3824,3,1674,1120,2,183,-10,-65764.342144118,6846866.34499654,45,Coeranoscincus reticulatus,0,355
151.5461,-31.5528,3,1056,910,2,118,25,-208364.726231121,6484935.15028177,571,Eulamprus murrayi,0,4565
152.7415,-28.9059,4,1202,970,2,171,12,-110779.695476226,6786274.18349996,218,Coeranoscincus reticulatus,0,1739
152.7316,-28.7777,2,1480,1090,5,164,17,-112502.967446529,6800471.69931174,189,Saltuarius swaini,0,1512
153.0291,-30.0903,3,1614,1009,2,173,17,-75878.8843651417,6656129.86091213,444,Coeranoscincus reticulatus,0,3547
151.6068,-31.5806,1,1004,1009,2,121,16,-202371.549940177,6482236.61149556,577,Ophioscincus truncatus,1,4614
152.4306,-31.9658,3,1138,1080,2,170,8,-121346.698638541,6444445.78056985,608,Calyptotis scutirostrum,0,4858
152.7376,-28.8409,3,1182,1070,2,178,2,-111543.951324666,6793478.37953304,206,Coeranoscincus reticulatus,1,1643
152.4629,-28.4267,1,1262,1129,4,147,12,-140959.469933914,6838073.53823004,81,Cacophis kreftii,0,641
152.426,-32.0271,3,1124,1090,2,169,-3,-121366.486452342,6437604.83628043,610,Calyptotis scutirostrum,0,4874
152.0361,-30.8158,3,980,1009,2,128,10,-166874.918971174,6569986.45729551,499,Eulamprus murrayi,0,3989
152.7124,-31.2053,3,1396,1100,2,179,-15,-99523.1046195703,6530559.19103228,540,Ophioscincus truncatus,0,4318
153.2883,-28.5683,3,2002,1159,4,178,-20,-59120.6295586857,6826486.03756181,155,Pseudechis porphyricaus,0,1239
152.2008,-29.8442,2,1210,1059,2,132,-10,-157572.371047506,6679004.14118988,385,Calyptotis scutirostrum,0,3074
151.4983,-31.9023,1,1538,1139,3,104,-13,-210225.98071807,6445735.43623553,594,Calyptotis scutirostrum,0,4746
152.7405,-28.4907,2,1626,1080,2,161,40,-113308.229962265,6832416.48893136,121,Coeranoscincus reticulatus,1,963
153.6081,-28.7008,2,1816,1370,1,197,-2,-27097.7448967228,6813229.19629307,171,Cacophis kreftii,0,1361
153.1102,-28.3952,3,2286,1159,4,148,-11,-77534.0953293714,6844869.58424543,51,Calyptotis scutirostrum,0,402
152.7123,-31.2161,3,1396,1059,2,178,-7,-99464.1219877084,6529358.33838068,543,Cacophis kreftii,0,4337
151.4815,-32.1528,3,1460,1120,3,162,19,-209869.653554488,6417753.10858555,627,Cacophis kreftii,0,5009
153.0644,-30.1137,2,1638,1039,2,172,-12,-72332.601103373,6653708.27718798,452,Pseudechis porphyricaus,0,3615
152.5791,-29.9777,3,1180,1070,2,164,-5,-120072.988069293,6666279.06080417,413,Egernia mcpheei,0,3300
151.6018,-31.3478,3,1178,1100,4,106,-9,-204603.252849452,6508104.58253592,557,Saltuarius swaini,0,4456
153.1515,-30.0757,3,1558,1149,2,186,4,-64136.2703795548,6658365.65138053,441,Calyptotis scutirostrum,0,3522
153.3005,-28.5466,2,2386,1080,4,161,-5,-58039.2252902132,6828953.72338296,149,Coeranoscincus reticulatus,0,1187
152.7376,-28.8102,2,1390,1100,5,166,-15,-111724.493680147,6796890.5347694,201,Saltuarius swaini,0,1608
153.399,-29.1781,1,1654,1330,1,192,1,-45057.5601490686,6759267.38320158,268,Pseudechis porphyricaus,0,2143
152.8783,-31.1406,2,1398,1139,2,181,0,-84075.2993565759,6538641.53013894,527,Egernia mcpheei,0,4212
